Reporter Name,Partner Name,Export (US$ Thousand)
Kazakhstan,Croatia,0
Kazakhstan,India,20459.4
Kazakhstan,Ireland,0.01
Kazakhstan,"Iran, Islamic Rep.",430.54
Kazakhstan,Israel,32187.53
Kazakhstan,Italy,0
Kazakhstan,Japan,0.83
Kazakhstan,Kyrgyz Republic,33761.46
Kazakhstan,"Korea, Rep.",57.09
Kazakhstan,Kuwait,0
Kazakhstan,Lithuania,19505.54
Kazakhstan,Latvia,2169.9
Kazakhstan,Macao,0
Kazakhstan,Mexico,0
Kazakhstan,Mongolia,14.39
Kazakhstan,Namibia,0
Kazakhstan,Netherlands,193.34
Kazakhstan,Norway,0
Kazakhstan,New Zealand,0.01
Kazakhstan,"Other Asia, nes",0
Kazakhstan,Pakistan,0
Kazakhstan,Peru,0
Kazakhstan,Poland,125.88
Kazakhstan,Russian Federation,1220393.37
Kazakhstan,Rwanda,0
Kazakhstan,"Serbia, FR(Serbia/Montenegro)",0
Kazakhstan,Sierra Leone,0
Kazakhstan,Slovak Republic,0
Kazakhstan,Slovenia,0
Kazakhstan,Tajikistan,10568.24
Kazakhstan,Turkey,487.28
Kazakhstan,Ukraine,3682.74
Kazakhstan,United States,20968.79
Kazakhstan,Uzbekistan,391842.08
Kazakhstan,Vietnam,2060.79
Ireland,Aruba,0
Ireland,Afghanistan,0
Ireland,United Arab Emirates,23.45
Ireland,Argentina,0
Ireland,Armenia,0
Ireland,Australia,1.03
Ireland,Austria,206.9
Ireland,Azerbaijan,3.58
Ireland,Belgium,53765.53
Ireland,Benin,0
Ireland,Burkina Faso,0
Ireland,Bangladesh,0
Ireland,Bulgaria,0
Ireland,Bolivia,0
Ireland,Brazil,0
Ireland,Canada,2.88
Ireland,Switzerland,10.99
Ireland,China,141.33
Ireland,Cote d'Ivoire,0
Ireland,Colombia,0
Ireland,Cyprus,3.09
Ireland,Czech Republic,4.54
Ireland,Germany,10939.9
Ireland,Denmark,3.95
Ireland,Algeria,0.24
Ireland,Ecuador,0
Ireland,"Egypt, Arab Rep.",539.09
Ireland,Eritrea,0
Ireland,Spain,118.36
Ireland,Ethiopia(excludes Eritrea),9.88
Ireland,Finland,130101.28
Ireland,Fiji,0
Ireland,France,2501.38
Ireland,Gabon,0
Ireland,United Kingdom,215852.83
Ireland,Georgia,0
Ireland,Ghana,0.1
Ireland,Guinea,0.01
Ireland,Greece,4.06
Ireland,Greenland,0
Ireland,Guyana,0
Ireland,"Hong Kong, China",13.24
Ireland,Hungary,0.12
Ireland,Indonesia,0
Ireland,India,1399.84
Ireland,Iceland,0.11
Ireland,Israel,136.67
Ireland,Italy,649.06
Ireland,Jamaica,0
Ireland,Japan,55.11
Ireland,Kazakhstan,0
Ireland,"Korea, Rep.",22.41
Ireland,Kuwait,9.42
Ireland,Liberia,0
Ireland,Sri Lanka,0
Ireland,Lithuania,0.39
Ireland,Luxembourg,0
Ireland,Latvia,0.04
Ireland,Morocco,2.92
Ireland,Madagascar,0
Ireland,Mexico,0
Ireland,North Macedonia,0
Ireland,Mali,0
Ireland,Mongolia,7.57
Ireland,Mozambique,0
Ireland,Mauritania,0.06
Ireland,Malaysia,0
Ireland,Namibia,0
Ireland,Nigeria,0
Ireland,Netherlands,10153.47
Ireland,Norway,90410.34
Ireland,New Zealand,11.87
Ireland,"Other Asia, nes",0.63
Ireland,Oman,3.74
Ireland,Pakistan,8.05
Ireland,Panama,0
Ireland,Peru,0
Ireland,Philippines,0
Ireland,Poland,19.82
Ireland,Portugal,11.99
Ireland,French Polynesia,2.46
Ireland,Romania,0.01
Ireland,Russian Federation,0
Ireland,Saudi Arabia,66.19
Ireland,Senegal,0.05
Ireland,"Serbia, FR(Serbia/Montenegro)",2.62
Ireland,Singapore,9.05
Ireland,Sierra Leone,0
Ireland,Somalia,0
Ireland,Sudan,0
Ireland,Slovak Republic,8.68
Ireland,Sweden,569.49
Ireland,Chad,0
Ireland,Thailand,0
Ireland,Tunisia,0.84
Ireland,Turkey,101.83
Ireland,Ukraine,0
Ireland,Uruguay,14.26
Ireland,United States,2637.39
Ireland,Uzbekistan,0
Ireland,Vietnam,0
Ireland,Vanuatu,0
Jordan,United Arab Emirates,260.97
Jordan,Australia,15895.58
Jordan,Austria,0
Jordan,Belgium,0
Jordan,Brazil,37594.97
Jordan,Canada,0
Jordan,China,2402.37
Jordan,Cyprus,38.96
Jordan,Germany,149.48
Jordan,"Egypt, Arab Rep.",4.96
Jordan,Spain,25065.22
Jordan,Finland,15.38
Jordan,France,0
Jordan,Free Zones,9300.7
Jordan,United Kingdom,145.46
Jordan,Greece,0
Jordan,Hungary,10.22
Jordan,India,717340.8
Jordan,"Iran, Islamic Rep.",0
Jordan,Israel,3091.11
Jordan,Italy,25.84
Jordan,Kuwait,202.4
Jordan,Lebanon,99.59
Jordan,Morocco,0
Jordan,Netherlands,0
Jordan,Norway,0
Jordan,"Other Asia, nes",14591.42
Jordan,Oman,17.59
Jordan,Pakistan,18.36
Jordan,Poland,5023.01
Jordan,Portugal,0
Jordan,Occ.Pal.Terr,81432.4
Jordan,Saudi Arabia,20590.18
Jordan,Sweden,0
Jordan,Syrian Arab Republic,2531.06
Jordan,Thailand,3.99
Jordan,Tunisia,0
Jordan,Turkey,2.36
Jordan,United States,0
Jamaica,United Arab Emirates,0
Jamaica,Australia,0
Jamaica,Belgium,0
Jamaica,"Bahamas, The",912.51
Jamaica,Barbados,79.8
Jamaica,Canada,0.24
Jamaica,China,3856.03
Jamaica,Colombia,0
Jamaica,Costa Rica,0
Jamaica,Cyprus,0
Jamaica,Germany,0
Jamaica,Dominican Republic,9.53
Jamaica,Ecuador,0
Jamaica,"Egypt, Arab Rep.",0
Jamaica,Spain,0
Jamaica,France,0
Jamaica,United Kingdom,0.11
Jamaica,Greece,0
Jamaica,"Hong Kong, China",0
Jamaica,Honduras,0
Jamaica,Indonesia,0
Jamaica,India,0
Jamaica,Italy,0
Jamaica,Mexico,0
Jamaica,Netherlands,0
Jamaica,Panama,0
Jamaica,Portugal,0
Jamaica,Saudi Arabia,0
Jamaica,Trinidad and Tobago,208.06
Jamaica,Turkey,0
Jamaica,United States,76271.15
Jamaica,Venezuela,0
"Iran, Islamic Rep.",Afghanistan,23036.21
"Iran, Islamic Rep.",United Arab Emirates,62862.12
"Iran, Islamic Rep.",Armenia,5755.63
"Iran, Islamic Rep.",Australia,1.49
"Iran, Islamic Rep.",Austria,1.35
"Iran, Islamic Rep.",Belgium,97.59
"Iran, Islamic Rep.",Switzerland,0
"Iran, Islamic Rep.",China,1059525.77
"Iran, Islamic Rep.",Czech Republic,0
"Iran, Islamic Rep.",Germany,9.89
"Iran, Islamic Rep.","Egypt, Arab Rep.",9.95
"Iran, Islamic Rep.",Spain,323.7
"Iran, Islamic Rep.",France,0
"Iran, Islamic Rep.",United Kingdom,2.2
"Iran, Islamic Rep.",Georgia,2906.77
"Iran, Islamic Rep.",Greece,105.44
"Iran, Islamic Rep.","Hong Kong, China",1.85
"Iran, Islamic Rep.",Indonesia,145.09
"Iran, Islamic Rep.",India,54440.62
"Iran, Islamic Rep.",Iraq,140754.04
"Iran, Islamic Rep.",Italy,1540.76
"Iran, Islamic Rep.",Japan,4.74
"Iran, Islamic Rep.","Korea, Rep.",79055.53
"Iran, Islamic Rep.",Sri Lanka,1771.84
"Iran, Islamic Rep.",Luxembourg,0
"Iran, Islamic Rep.",Malaysia,3032.26
"Iran, Islamic Rep.",Netherlands,150.01
"Iran, Islamic Rep.","Other Asia, nes",124.07
"Iran, Islamic Rep.",Oman,48732.66
"Iran, Islamic Rep.",Portugal,0
"Iran, Islamic Rep.",Russian Federation,15603.39
"Iran, Islamic Rep.",Senegal,0
"Iran, Islamic Rep.",Slovenia,0
"Iran, Islamic Rep.",Syrian Arab Republic,22.31
"Iran, Islamic Rep.",Thailand,259.1
"Iran, Islamic Rep.",Turkey,11581.57
"Iran, Islamic Rep.",Tanzania,1282.98
"Iran, Islamic Rep.",Ukraine,26.95
"Iran, Islamic Rep.",Uzbekistan,1157.16
Kenya,United Arab Emirates,154.16
Kenya,Australia,1088.9
Kenya,Austria,0
Kenya,Belgium,396.31
Kenya,Canada,0.25
Kenya,Switzerland,8.38
Kenya,China,164578.12
Kenya,Cote d'Ivoire,238.51
Kenya,Germany,3.84
Kenya,Denmark,0
Kenya,"Egypt, Arab Rep.",267.44
Kenya,Spain,18028.02
Kenya,Ethiopia(excludes Eritrea),93.67
Kenya,Finland,0
Kenya,France,0.37
Kenya,United Kingdom,1.08
Kenya,Ghana,10.63
Kenya,Greece,144.48
Kenya,"Hong Kong, China",91.2
Kenya,Indonesia,0.02
Kenya,India,2046.73
Kenya,Israel,0
Kenya,Italy,0.6
Kenya,Jordan,0
Kenya,Japan,17489.19
Kenya,Kazakhstan,0
Kenya,"Korea, Rep.",12379.07
Kenya,Lebanon,0
Kenya,Luxembourg,0
Kenya,Mexico,0
Kenya,Mozambique,207.48
Kenya,Malawi,325.37
Kenya,Malaysia,12886.22
Kenya,Nigeria,0
Kenya,Netherlands,4175.89
Kenya,New Zealand,0
Kenya,"Other Asia, nes",637.58
Kenya,Oman,0
Kenya,Pakistan,0
Kenya,Poland,620.46
Kenya,Portugal,0.14
Kenya,Romania,0
Kenya,Russian Federation,0
Kenya,Rwanda,17501.48
Kenya,Saudi Arabia,3912.83
Kenya,Singapore,1933.19
Kenya,Somalia,24.37
Kenya,Eswatini,0
Kenya,Thailand,1380.99
Kenya,Turkmenistan,0
Kenya,Tunisia,133.82
Kenya,Turkey,0.1
Kenya,Tanzania,11885.46
Kenya,Uganda,100453.83
Kenya,United States,92714.64
Kuwait,United Arab Emirates,721.33
Kuwait,American Samoa,0
Kuwait,Australia,0
Kuwait,Belgium,0
Kuwait,Bangladesh,0
Kuwait,Bulgaria,0
Kuwait,Bahrain,123.43
Kuwait,Canada,0
Kuwait,China,0
Kuwait,Germany,0
Kuwait,Denmark,0
Kuwait,"Egypt, Arab Rep.",60.79
Kuwait,Spain,0
Kuwait,Finland,0
Kuwait,France,0
Kuwait,United Kingdom,0.33
Kuwait,Greece,0
Kuwait,Hungary,0
Kuwait,Indonesia,0
Kuwait,India,349.59
Kuwait,Ireland,0
Kuwait,"Iran, Islamic Rep.",0
Kuwait,Italy,0
Kuwait,Jordan,35.92
Kuwait,Japan,0
Kuwait,"Korea, Rep.",241.36
Kuwait,Lao PDR,0
Kuwait,Lebanon,0
Kuwait,Sri Lanka,0
Kuwait,Lithuania,0
Kuwait,Morocco,0
Kuwait,Mexico,0
Kuwait,Malaysia,0
Kuwait,Netherlands,0
Kuwait,Norway,0
Kuwait,Oman,217.13
Kuwait,Pakistan,13.06
Kuwait,Poland,0
Kuwait,Portugal,0
Kuwait,Qatar,1555.66
Kuwait,Romania,0
Kuwait,Russian Federation,0.59
Kuwait,Saudi Arabia,226.24
Kuwait,Singapore,0
Kuwait,El Salvador,0
Kuwait,Slovenia,0
Kuwait,Sweden,0
Kuwait,Syrian Arab Republic,0
Kuwait,Thailand,0
Kuwait,Tunisia,0
Kuwait,Turkey,0
Kuwait,United States,2454.38
Kuwait,Vietnam,0
Germany,Angola,1552.08
Germany,Albania,196.32
Germany,United Arab Emirates,3493.63
Germany,Argentina,2303.04
Germany,Armenia,486.43
Germany,Antarctica,0
Germany,Australia,5510.59
Germany,Austria,733040.87
Germany,Azerbaijan,383.87
Germany,Belgium,976904.62
Germany,Benin,0
Germany,Burkina Faso,0.2
Germany,Bangladesh,1674.2
Germany,Bulgaria,2462.02
Germany,"Bahamas, The",44.61
Germany,Bosnia and Herzegovina,754.63
Germany,Belarus,1725.91
Germany,Bolivia,18.39
Germany,Brazil,10512.31
Germany,Brunei,209.9
Germany,Botswana,0
Germany,Canada,11258.65
Germany,Switzerland,161245.27
Germany,Chile,1847.87
Germany,China,23777.94
Germany,Cote d'Ivoire,71.89
Germany,Cameroon,243.1
Germany,"Congo, Rep.",266.23
Germany,Colombia,14434.41
Germany,Comoros,0
Germany,Costa Rica,95.26
Germany,Cuba,107.54
Germany,Cyprus,216.8
Germany,Czech Republic,120758.71
Germany,Denmark,51432.57
Germany,Dominican Republic,239.94
Germany,Algeria,429.19
Germany,Ecuador,4084.34
Germany,"Egypt, Arab Rep.",3594.07
Germany,Spain,43490.62
Germany,Estonia,6494.47
Germany,Ethiopia(excludes Eritrea),130.83
Germany,Finland,19100.61
Germany,France,322575.44
Germany,Gabon,1617.98
Germany,United Kingdom,743518.56
Germany,Georgia,378.26
Germany,Ghana,533.3
Germany,Guinea,36.5
Germany,"Gambia, The",31.11
Germany,Greece,4313.57
Germany,Greenland,0
Germany,Guatemala,131.66
Germany,Guyana,1418.82
Germany,"Hong Kong, China",3038.3
Germany,Honduras,65.94
Germany,Croatia,3477.23
Germany,Hungary,20175.49
Germany,Indonesia,9114.33
Germany,India,20061.02
Germany,Ireland,7710.48
Germany,"Iran, Islamic Rep.",451.04
Germany,Iraq,202.54
Germany,Iceland,547.91
Germany,Israel,5669.78
Germany,Italy,157788.44
Germany,Jordan,332.28
Germany,Japan,11844.36
Germany,Kazakhstan,613.07
Germany,Kenya,134.55
Germany,Kyrgyz Republic,37.5
Germany,Cambodia,43.5
Germany,"Korea, Rep.",122598.46
Germany,Kuwait,663.94
Germany,Lebanon,135.7
Germany,Liberia,225.85
Germany,Sri Lanka,1259.17
Germany,Lithuania,6183.61
Germany,Luxembourg,75500.51
Germany,Latvia,6588.56
Germany,Macao,0
Germany,Morocco,1153.21
Germany,Moldova,125.46
Germany,Madagascar,1.11
Germany,Mexico,4438.83
Germany,North Macedonia,383.61
Germany,Mali,7.64
Germany,Malta,1174.84
Germany,Mongolia,291.68
Germany,Montenegro,339.62
Germany,Mozambique,2.47
Germany,Mauritania,0
Germany,Mauritius,2.54
Germany,Malawi,5.74
Germany,Malaysia,22172.27
Germany,Namibia,16.45
Germany,New Caledonia,34.65
Germany,Niger,0.21
Germany,Nigeria,2336.69
Germany,Nicaragua,8.52
Germany,Netherlands,747563.02
Germany,Norway,71173.66
Germany,New Zealand,2468.44
Germany,"Other Asia, nes",1444.83
Germany,Oman,299.18
Germany,Pakistan,955.76
Germany,Panama,63.97
Germany,Peru,1248.69
Germany,Philippines,1036.97
Germany,Papua New Guinea,1.55
Germany,Poland,273797.44
Germany,Portugal,4151.22
Germany,Paraguay,76.39
Germany,Qatar,684.71
Germany,Romania,12010.33
Germany,Russian Federation,25486.9
Germany,Rwanda,3.35
Germany,Saudi Arabia,3156.42
Germany,Senegal,748.12
Germany,"Serbia, FR(Serbia/Montenegro)",3036.56
Germany,Singapore,1264.6
Germany,Solomon Islands,0
Germany,Sierra Leone,13.5
Germany,El Salvador,69.13
Germany,Sudan,16.58
Germany,Suriname,351.56
Germany,Slovak Republic,21507.2
Germany,Slovenia,13389.93
Germany,Sweden,92667.14
Germany,Syrian Arab Republic,36.6
Germany,Togo,1.75
Germany,Thailand,2390.75
Germany,Tajikistan,0
Germany,Turkmenistan,74.49
Germany,Trinidad and Tobago,1276.73
Germany,Tunisia,430.04
Germany,Turkey,25033.11
Germany,Tanzania,121.31
Germany,Uganda,833.6
Germany,Ukraine,6191.5
Germany,Uruguay,349.16
Germany,United States,142020.56
Germany,Uzbekistan,410.98
Germany,Vietnam,5719.69
Spain,Afghanistan,0
Spain,Angola,156.66
Spain,Albania,46.78
Spain,Andorra,10024.71
Spain,United Arab Emirates,9021.2
Spain,Argentina,8714.9
Spain,Armenia,72.6
Spain,Australia,4646.71
Spain,Austria,32587.72
Spain,Belgium,149032.28
Spain,Benin,8056.01
Spain,Bangladesh,1276.73
Spain,Bulgaria,1938.1
Spain,Bahrain,103.81
Spain,Bosnia and Herzegovina,290.63
Spain,Belarus,415.44
Spain,Bolivia,75.63
Spain,Brazil,54615.6
Spain,Botswana,0
Spain,Canada,21377.27
Spain,Switzerland,5729.36
Spain,Chile,4219.39
Spain,China,1418790.42
Spain,Colombia,20163.44
Spain,Cape Verde,124.44
Spain,Costa Rica,682.81
Spain,Cuba,2022.22
Spain,Cyprus,561.68
Spain,Czech Republic,3500.53
Spain,Germany,121556.16
Spain,Denmark,9369.47
Spain,Dominican Republic,2289.98
Spain,Algeria,17232.81
Spain,Ecuador,2654.2
Spain,"Egypt, Arab Rep.",27935.06
Spain,Estonia,986.46
Spain,Ethiopia(excludes Eritrea),71.98
Spain,Finland,82661.42
Spain,France,365502.28
Spain,Gabon,666.81
Spain,United Kingdom,193852.45
Spain,Georgia,261.66
Spain,Gibraltar,5823.83
Spain,Guinea,6339.58
Spain,Equatorial Guinea,390.87
Spain,Greece,3663.8
Spain,Guatemala,1252.69
Spain,Guyana,241.82
Spain,"Hong Kong, China",2070.5
Spain,Croatia,523.5
Spain,Hungary,1462.67
Spain,Indonesia,2758.74
Spain,India,18071.28
Spain,Ireland,36728.76
Spain,"Iran, Islamic Rep.",1371.74
Spain,Iraq,216.27
Spain,Iceland,593.93
Spain,Israel,2765.05
Spain,Italy,222881.65
Spain,Jamaica,112.98
Spain,Jordan,931.46
Spain,Japan,224581.33
Spain,Kazakhstan,198.79
Spain,Kenya,41.58
Spain,"Korea, Rep.",159590.82
Spain,Kuwait,238.94
Spain,Lebanon,789.62
Spain,Liberia,2005.13
Spain,Libya,1453.34
Spain,Sri Lanka,806.76
Spain,Lithuania,748.22
Spain,Luxembourg,1556.17
Spain,Latvia,81.14
Spain,Morocco,58843.21
Spain,Madagascar,3.97
Spain,Mexico,37069.75
Spain,North Macedonia,0
Spain,Mali,372.54
Spain,Malta,587.56
Spain,Montenegro,0.53
Spain,Mozambique,23.28
Spain,Mauritania,2636.04
Spain,Malaysia,11428.19
Spain,Namibia,0
Spain,New Caledonia,0.52
Spain,Niger,93.01
Spain,Nigeria,13462.99
Spain,Nicaragua,46.58
Spain,Netherlands,44184.17
Spain,Norway,43754.16
Spain,New Zealand,1191.17
Spain,"Other Asia, nes",748.9
Spain,Oman,200.14
Spain,Pakistan,659.91
Spain,Panama,1064.46
Spain,Peru,7083.83
Spain,Philippines,1179.65
Spain,Poland,16135.91
Spain,Portugal,165645.76
Spain,Qatar,1112.97
Spain,Romania,2263.19
Spain,Russian Federation,5915.5
Spain,Saudi Arabia,9714.12
Spain,Senegal,3266.1
Spain,"Serbia, FR(Serbia/Montenegro)",566
Spain,Sierra Leone,480.18
Spain,El Salvador,414.81
Spain,Suriname,45.26
Spain,Slovak Republic,382.77
Spain,Slovenia,501.01
Spain,Sweden,38653.81
Spain,Syrian Arab Republic,970.94
Spain,Thailand,1537.98
Spain,Trinidad and Tobago,0.72
Spain,Tunisia,25589.58
Spain,Turkey,31489.75
Spain,Tanzania,2107.7
Spain,Uganda,62.04
Spain,Ukraine,655.23
Spain,Uruguay,1617.78
Spain,United States,80033.32
Spain,Venezuela,1426.07
Spain,Vietnam,1687.32
New Zealand,United Arab Emirates,61.65
New Zealand,Argentina,54.16
New Zealand,Australia,14445.46
New Zealand,Austria,1466.95
New Zealand,Azerbaijan,0
New Zealand,Belgium,803.28
New Zealand,Bolivia,0
New Zealand,Brazil,535.37
New Zealand,Canada,296.31
New Zealand,Switzerland,3040.52
New Zealand,Chile,280.55
New Zealand,China,864.17
New Zealand,Cook Islands,525.06
New Zealand,Colombia,0
New Zealand,Christmas Island,0
New Zealand,Cyprus,0
New Zealand,Czech Republic,0
New Zealand,Germany,402.6
New Zealand,Denmark,0
New Zealand,Algeria,0
New Zealand,"Egypt, Arab Rep.",1.66
New Zealand,Spain,166.71
New Zealand,Estonia,0
New Zealand,Finland,14.25
New Zealand,Fiji,1153.2
New Zealand,France,631.79
New Zealand,Gabon,0
New Zealand,United Kingdom,61.55
New Zealand,Greece,27.27
New Zealand,Guyana,6
New Zealand,"Hong Kong, China",258.12
New Zealand,Croatia,8.65
New Zealand,Indonesia,2775.61
New Zealand,India,443.6
New Zealand,Ireland,15.47
New Zealand,"Iran, Islamic Rep.",0
New Zealand,Israel,0
New Zealand,Italy,461.59
New Zealand,Jordan,0
New Zealand,Japan,887.52
New Zealand,Cambodia,0
New Zealand,"Korea, Rep.",3926.91
New Zealand,Lebanon,0
New Zealand,Sri Lanka,296.55
New Zealand,Lithuania,0
New Zealand,Morocco,27.72
New Zealand,Mexico,2.13
New Zealand,Malaysia,2193.75
New Zealand,New Caledonia,973.39
New Zealand,Netherlands,62.47
New Zealand,"Other Asia, nes",419.1
New Zealand,Oman,0
New Zealand,Pakistan,35.85
New Zealand,Peru,310
New Zealand,Philippines,479.54
New Zealand,Poland,0
New Zealand,Portugal,178.29
New Zealand,Russian Federation,67.7
New Zealand,Saudi Arabia,0
New Zealand,Singapore,1155.05
New Zealand,Sweden,0
New Zealand,Togo,0
New Zealand,Thailand,1189.59
New Zealand,Tunisia,0
New Zealand,Turkey,997.85
New Zealand,Ukraine,0
New Zealand,United States,25442.48
New Zealand,Uzbekistan,0
New Zealand,Vietnam,1073.33
Peru,United Arab Emirates,1.5
Peru,Argentina,41185.33
Peru,Australia,37.91
Peru,Austria,6.87
Peru,Belgium,77309.9
Peru,Belarus,0
Peru,Bolivia,998.13
Peru,Brazil,266162.92
Peru,Canada,260820.79
Peru,Switzerland,75.73
Peru,Chile,448231.9
Peru,China,13577471.13
Peru,Colombia,4724.44
Peru,Cuba,283.87
Peru,Curaçao,6.46
Peru,Czech Republic,6.5
Peru,Germany,324225.96
Peru,Denmark,0
Peru,Dominican Republic,6.4
Peru,Algeria,0
Peru,Ecuador,13910.9
Peru,"Egypt, Arab Rep.",0
Peru,Spain,539271.87
Peru,France,138.66
Peru,United Kingdom,480.05
Peru,Greece,99.64
Peru,Guatemala,4.74
Peru,Guyana,0
Peru,Honduras,105.88
Peru,Croatia,0
Peru,Hungary,40
Peru,Indonesia,16355.21
Peru,India,264787.9
Peru,Israel,0.17
Peru,Italy,63959.84
Peru,Japan,1316452.24
Peru,Kazakhstan,0
Peru,Kenya,0
Peru,"Korea, Rep.",1012498.66
Peru,Morocco,0
Peru,Mexico,96489.6
Peru,Malaysia,76333.67
Peru,Netherlands,47349.6
Peru,Norway,0
Peru,Nepal,0
Peru,New Zealand,2400.32
Peru,"Other Asia, nes",79430.85
Peru,Pakistan,0
Peru,Panama,135.87
Peru,Poland,48220.38
Peru,Portugal,443.04
Peru,Russian Federation,8935.26
Peru,Singapore,1.5
Peru,Slovak Republic,0
Peru,Sweden,13.22
Peru,Turkey,17743.03
Peru,Ukraine,0
Peru,Uruguay,3262.24
Peru,United States,664146.78
Peru,Venezuela,491.11
Peru,Vietnam,776.25
Zimbabwe,United Arab Emirates,0
Zimbabwe,Australia,0.01
Zimbabwe,Brazil,0
Zimbabwe,Botswana,391.14
Zimbabwe,Switzerland,5653.26
Zimbabwe,China,66473.14
Zimbabwe,Germany,317.71
Zimbabwe,Denmark,0
Zimbabwe,Estonia,0
Zimbabwe,France,211.54
Zimbabwe,United Kingdom,0.18
Zimbabwe,India,129.82
Zimbabwe,Italy,10636.02
Zimbabwe,Japan,0.01
Zimbabwe,Mozambique,60289.19
Zimbabwe,Mauritius,0
Zimbabwe,Namibia,0
Zimbabwe,New Zealand,0
Zimbabwe,Russian Federation,0
Zimbabwe,"Serbia, FR(Serbia/Montenegro)",0
Zimbabwe,Singapore,0
Zimbabwe,Turkey,0
Zimbabwe,United States,933.76
Namibia,Angola,130.28
Namibia,United Arab Emirates,0.66
Namibia,Australia,14
Namibia,Belgium,65115.24
Namibia,Bulgaria,0
Namibia,Brazil,0.03
Namibia,Botswana,2828.19
Namibia,Canada,73886.05
Namibia,Switzerland,112.12
Namibia,Chile,0
Namibia,China,637126.64
Namibia,Germany,4222.7
Namibia,"Egypt, Arab Rep.",0.02
Namibia,Spain,19246.42
Namibia,France,147568.75
Namibia,United Kingdom,61.47
Namibia,Ghana,615.3
Namibia,Greece,336.34
Namibia,"Hong Kong, China",6741.6
Namibia,India,1930.14
Namibia,Ireland,0.2
Namibia,Italy,10832.67
Namibia,Japan,0.28
Namibia,Kazakhstan,13.13
Namibia,Liberia,0.52
Namibia,Morocco,0
Namibia,Mauritius,106.72
Namibia,Nigeria,10807.53
Namibia,Netherlands,129098.13
Namibia,Norway,0.08
Namibia,Panama,0
Namibia,Peru,0
Namibia,Poland,8447.62
Namibia,Portugal,224.81
Namibia,Qatar,0
Namibia,Russian Federation,0
Namibia,Saudi Arabia,0
Namibia,Sweden,0.35
Namibia,Thailand,17420.86
Namibia,Turkey,0.1
Namibia,United States,59794.61
Namibia,Vietnam,0.4
Slovak Republic,Albania,1.66
Slovak Republic,United Arab Emirates,1742.86
Slovak Republic,Armenia,5.24
Slovak Republic,Australia,15.29
Slovak Republic,Austria,67956.05
Slovak Republic,Belgium,23269.21
Slovak Republic,Bangladesh,0
Slovak Republic,Bulgaria,353.52
Slovak Republic,Bosnia and Herzegovina,475.82
Slovak Republic,Belarus,1314.75
Slovak Republic,Bolivia,0
Slovak Republic,Brazil,1034.3
Slovak Republic,Canada,17.66
Slovak Republic,Switzerland,737.86
Slovak Republic,China,679.29
Slovak Republic,Colombia,118.12
Slovak Republic,Christmas Island,0
Slovak Republic,Cyprus,528.49
Slovak Republic,Czech Republic,84627.26
Slovak Republic,Germany,31350.7
Slovak Republic,Denmark,14.69
Slovak Republic,Dominican Republic,0
Slovak Republic,"Egypt, Arab Rep.",123.05
Slovak Republic,Spain,1163.24
Slovak Republic,Finland,7
Slovak Republic,France,2112.03
Slovak Republic,Gabon,0
Slovak Republic,United Kingdom,1302.54
Slovak Republic,Greece,228.44
Slovak Republic,"Hong Kong, China",0
Slovak Republic,Croatia,1304.74
Slovak Republic,Hungary,118749.27
Slovak Republic,Indonesia,5.29
Slovak Republic,India,489.32
Slovak Republic,Ireland,1642.17
Slovak Republic,"Iran, Islamic Rep.",191.13
Slovak Republic,Iceland,0
Slovak Republic,Israel,276.52
Slovak Republic,Italy,2912.93
Slovak Republic,Jordan,5.93
Slovak Republic,Japan,21.13
Slovak Republic,St. Kitts and Nevis,0.44
Slovak Republic,"Korea, Rep.",33.85
Slovak Republic,Lebanon,54.5
Slovak Republic,Lithuania,1037.56
Slovak Republic,Luxembourg,249.53
Slovak Republic,Morocco,0
Slovak Republic,Madagascar,0
Slovak Republic,Mexico,579.05
Slovak Republic,North Macedonia,27.72
Slovak Republic,Mozambique,0
Slovak Republic,Malaysia,0
Slovak Republic,Netherlands,4806.88
Slovak Republic,Norway,0.41
Slovak Republic,"Other Asia, nes",0
Slovak Republic,Pakistan,6.45
Slovak Republic,Peru,106.03
Slovak Republic,Philippines,348.12
Slovak Republic,Poland,60595.36
Slovak Republic,Portugal,587.42
Slovak Republic,Romania,3886.11
Slovak Republic,Russian Federation,4459.6
Slovak Republic,Saudi Arabia,31.76
Slovak Republic,"Serbia, FR(Serbia/Montenegro)",2339.49
Slovak Republic,Slovenia,1672.56
Slovak Republic,Sweden,86.23
Slovak Republic,Thailand,258.17
Slovak Republic,Tunisia,9.55
Slovak Republic,Turkey,2439.35
Slovak Republic,Ukraine,17051.44
Slovak Republic,United States,929.17
Slovak Republic,Venezuela,0
Slovak Republic,Vietnam,155.79
Niger,Albania,0
Niger,United Arab Emirates,0
Niger,Belgium,0
Niger,Benin,0
Niger,Switzerland,0
Niger,China,26.14
Niger,Cote d'Ivoire,6.96
Niger,Czech Republic,0
Niger,Germany,0
Niger,Algeria,0
Niger,"Egypt, Arab Rep.",0
Niger,Spain,0
Niger,France,134837.67
Niger,Gabon,0
Niger,Ghana,149.66
Niger,India,0
Niger,Italy,0
Niger,Japan,0
Niger,Kazakhstan,0
Niger,Kenya,0
Niger,Morocco,0
Niger,Mexico,0
Niger,Mali,0
Niger,Nigeria,425.87
Niger,Netherlands,0
Niger,Poland,0
Niger,Russian Federation,0
Niger,Saudi Arabia,0
Niger,Senegal,0
